,postal_code,school_name,url_address,address,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,results.SEARCHVAL,results.BLK_NO,results.ROAD_NAME,results.BUILDING,results.ADDRESS,results.X,results.Y,results.LATITUDE,results.LONGITUDE
34,227988,ANGLO-CHINESE SCHOOL (JUNIOR),www.acsj.moe.edu.sg,16   WINSTEDT ROAD,67337911,67337912,67346518,na,acjs@moe.edu.sg,Newton MRT Station,"5, 54, 124, 143, 162, 162M, 167, 167e, 518, 518A, 972M",MRS CHAILLAN MUI TUAN,MR CHIA CHEE WENG RICHARD CHRIS,NULL,NULL,NULL,NULL,NULL,CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR),16,WINSTEDT ROAD,EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR),16 WINSTEDT ROAD EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR) SINGAPORE 227988,28916.31669,32403.75209,1.309322527,103.8415521
35,237993,RIVER VALLEY PRIMARY SCHOOL,http://www.rivervalleypri.moe.edu.sg,2    RIVER VALLEY GREEN,67371785,na,67321951,na,rvps@moe.edu.sg,Somerset MRT,"5, 16, 32, 54, 65, 75, 175, 970",MDM WONG LI PENG,MR PHANG ENG POH,DR AUDREY KOH CHOUK ENG,NULL,NULL,NULL,NULL,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL,2,RIVER VALLEY GREEN,AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993,28300.52679,30729.75271,1.294183478,103.8360189
36,247961,CRESCENT GIRLS' SCHOOL,http://www.crescent.edu.sg,357  TANGLIN ROAD,64758711,na,64741248,na,CRESCENTGIRL@MOE.EDU.SG,REDHILL MRT,"32, 111, 122, 132, 51, 139, 186, 970",MRS HELEN CHONG,MISS USHA JEYARAJAH,NULL,NULL,NULL,NULL,NULL,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,CRESCENT GIRLS' SCHOOL,357,TANGLIN ROAD,CRESCENT GIRLS' SCHOOL,357 TANGLIN ROAD CRESCENT GIRLS' SCHOOL SINGAPORE 247961,26244.47759,30634.22051,1.293319471,103.8175445
37,259240,ST. MARGARET'S SECONDARY SCHOOL,http://www.stmargaretssec.moe.edu.sg,111  FARRER ROAD,64664525,na,64666709,na,stmargaretss@moe.edu.sg,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",MISS LIM HUI KHENG LINDA,MS TOH SUSAN,NULL,NULL,NULL,NULL,NULL,BUKIT TIMAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,SAINT JOHN'S CHAPEL,111,FARRER ROAD,SAINT JOHN'S CHAPEL,111 FARRER ROAD SAINT JOHN'S CHAPEL SINGAPORE 259240,25360.60207,33559.50415,1.319774641,103.8096022
38,268097,NANYANG PRIMARY SCHOOL,http://www.nyps.moe.edu.sg,52   KING'S ROAD,64672677,na,64686913,na,NYPS@MOE.EDU.SG,Farrer Rd MRT Station,"66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961",MDM LER JIA LUEN,MDM NG BOON IN,MR CHAN CHEONG CHEONG,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,Chinese,na,na,NANYANG PRIMARY SCHOOL,52,KING'S ROAD,NANYANG PRIMARY SCHOOL,52 KING'S ROAD NANYANG PRIMARY SCHOOL SINGAPORE 268097,25154.48721,33678.13739,1.320847499,103.8077502
39,269734,HWA CHONG INSTITUTION,http://www.hwachong.edu.sg,661  BUKIT TIMAH ROAD,64683955,64683956 / 64665912,67695857,na,admin@hci.edu.sg,TAN KAH KEE MRT,"66, 67, 74, 151, 154, 156, 157, 170, 170A, 174, 852, 961, 961M",MR PANG CHOON HOW,DR LIM HONG SENG MELVYN,MR CHAN KWOK LEONG,MRS CHIN-LEOW BEE KUAN,DR CHUNG WEN CHEE,NULL,NULL,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,No,No,Yes,Chinese,na,na,HWA CHONG INSTITUTION (AUDITORIUM),661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION (AUDITORIUM),661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (AUDITORIUM) SINGAPORE 269734,24929.73372,34205.29822,1.325614933,103.8057306
40,278790,HENRY PARK PRIMARY SCHOOL,http://www.henryparkpri.moe.edu.sg,1    HOLLAND GROVE ROAD,64663600,na,64691840,na,HPPS@MOE.EDU.SG,"Buona Vista MRT, Clementi MRT","7, 61, 75, 156, 157, 165, 92","MR KOH CHIN THONG, MARTIN",MDM WONG SU MAY,MR CHUA CHYE HOCK,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,PRO-TEACH SCHOOL CARE (HENRY PARK),1,HOLLAND GROVE ROAD,PRO-TEACH SCHOOL CARE (HENRY PARK),1 HOLLAND GROVE ROAD PRO-TEACH SCHOOL CARE (HENRY PARK) SINGAPORE 278790,22525.77133,33224.80354,1.316747352,103.7841299
41,288683,NANYANG GIRLS' HIGH SCHOOL,https://www.nygh.edu.sg,2    LINDEN DRIVE,64663275,na,64667564,na,nanyanggirls@nygh.edu.sg,"SIXTH AVENUE MRT, TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MS NG CHUEN- YIN,DR LIU SHIUEH LING,MISS SEET YING LING BRITTA,MS NG MIEN MIEN AGNES,NULL,NULL,NULL,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,Yes,No,Yes,Yes,Chinese,na,na,NANYANG GIRLS' HIGH SCHOOL,2,LINDEN DRIVE,NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683,24561.41607,34754.67553,1.330583267,103.802421
42,288913,NATIONAL JUNIOR COLLEGE,http://www.nationaljc.moe.edu.sg,37   HILLCREST ROAD,64661144,na,64684535,na,NJC@MOE.EDU.SG,"BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961, 972",MR ANG POW CHEW,MR HARMAN AUGUSTUS JOHLL,MDM TAN PHUAY BOON,NULL,NULL,NULL,NULL,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,NATIONAL JUNIOR COLLEGE,37,HILLCREST ROAD,NATIONAL JUNIOR COLLEGE,37 HILLCREST ROAD NATIONAL JUNIOR COLLEGE SINGAPORE 288913,24749.48697,34722.56716,1.330292911,103.8041109
43,289072,RAFFLES GIRLS' PRIMARY SCHOOL,http://www.rafflesgirlspri.moe.edu.sg,21   Hillcrest Road,64684377,na,64692024,na,RGPS@MOE.EDU.SG,TAN KAH KEE MRT STATION,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",MRS YUE YOKE MUN NEE WAI,MISS CHEN MEI CHUEN,MISS KONG SU MAY,NULL,NULL,NULL,NULL,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS),21,HILLCREST ROAD,KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS),21 HILLCREST ROAD KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS) SINGAPORE 289072,25003.9977,34694.79559,1.330041781,103.8063978
44,297754,MARYMOUNT CONVENT SCHOOL,HTTP://WWW.MARYMOUNTCONVENT.MOE.EDU.SG,20   Marymount Road,6256 6701,6256 6532,6254 3080,na,enquire@marymount.edu.sg,Braddell MRT Station or  Caldecott MRT Station,"141, 235",MRS ALLISON LIM,MDM LEE SWEE MEI CHERYL,MDM TAN MEI MEI ANNA,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,MARYMOUNT CONVENT SCHOOL,20,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,28745.91448,35836.46468,1.34036677,103.8400211
45,297822,CATHOLIC JUNIOR COLLEGE,https://cjc.moe.edu.sg/,129  WHITLEY ROAD,62524083,na,62537267,na,catholic_jc@moe.edu.sg,"Toa Payoh (NS Line),  Novena (NS Line),  Stevens (DT Line),  Caldecott (CC Line,TE Line)","105, 132, 151, 153, 154, 156, 186, 966, 985",MDM CHUA SUAN GEK PHYLLIS,MR TAN JEK SUAN,MDM KAM WAI CHIN,NULL,NULL,NULL,NULL,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,na,na,na,CATHOLIC JUNIOR COLLEGE,129,WHITLEY ROAD,CATHOLIC JUNIOR COLLEGE,129 WHITLEY ROAD CATHOLIC JUNIOR COLLEGE SINGAPORE 297822,28190.3351,34088.1962,1.324556058,103.8350288
46,308274,ST. JOSEPH'S INSTITUTION,http://www.sji.edu.sg,38   MALCOLM ROAD,62500022,na,62533640,na,contact@sji.edu.sg,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 960, 972",FR ADRIAN AUGUSTUS DANKER,MR DOMINIC ANG SWEE KENG,MDM LOH YOON LIN,MDM LIM LAY HOON,NULL,NULL,NULL,NOVENA,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,SAINT JOSEPH'S INSTITUTION,38,MALCOLM ROAD,SAINT JOSEPH'S INSTITUTION,38 MALCOLM ROAD SAINT JOSEPH'S INSTITUTION SINGAPORE 308274,27463.62633,33988.35608,1.323653135,103.828499
47,309331,ST. JOSEPH'S INSTITUTION JUNIOR,http://www.sjijunior.edu.sg,3    ESSEX ROAD,62552700,na,62557455,na,sjijunior@moe.edu.sg,Novena,21;54;56;57;124;131;141;166;518;851;980,MR LEONG YEW HON ERIC,"MISS YAK HIOK WOON, FAITH",NULL,NULL,NULL,NULL,NULL,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,SAINT JOSEPH'S INSTITUTION JUNIOR,3,ESSEX ROAD,SAINT JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD SAINT JOSEPH'S INSTITUTION JUNIOR SINGAPORE 309331,29368.13067,33333.25536,1.31772861,103.8456119
48,309437,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,www.scgs.moe.edu.sg,190  DUNEARN ROAD,62527966,na,62523076,na,SCGPS@MOE.EDU.SG,Stevens,"66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960",MDM TAN YUNCHIN EUGENIA,MDM PHUA KIA LING,NULL,NULL,NULL,NULL,NULL,NOVENA,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,SINGAPORE CHINESE GIRLS' SCHOOL,190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437,27426.45389,33654.52495,1.320634084,103.828165
49,309437,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,www.scgs.moe.edu.sg,190  DUNEARN ROAD,62527966,na,62523076,na,SCGPS@MOE.EDU.SG,Stevens,"66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960",MDM TAN YUNCHIN EUGENIA,MDM PHUA KIA LING,NULL,NULL,NULL,NULL,NULL,NOVENA,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,SINGAPORE CHINESE GIRLS' SCHOOL,190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437,27426.45389,33654.52495,1.320634084,103.828165
50,309437,SINGAPORE CHINESE GIRLS' SCHOOL,http://www.scgs.moe.edu.sg,190  DUNEARN ROAD,62527966,na,62523076,na,SCGSS@MOE.EDU.SG,STEVENS MRT,"48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972",MDM TAN YUNCHIN EUGENIA,MRS SHERMAINE TANG,MDM HO HUI PING,NULL,NULL,NULL,NULL,NOVENA,NORTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,SINGAPORE CHINESE GIRLS' SCHOOL,190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437,27426.45389,33654.52495,1.320634084,103.828165
51,309437,SINGAPORE CHINESE GIRLS' SCHOOL,http://www.scgs.moe.edu.sg,190  DUNEARN ROAD,62527966,na,62523076,na,SCGSS@MOE.EDU.SG,STEVENS MRT,"48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972",MDM TAN YUNCHIN EUGENIA,MRS SHERMAINE TANG,MDM HO HUI PING,NULL,NULL,NULL,NULL,NOVENA,NORTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,SINGAPORE CHINESE GIRLS' SCHOOL,190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437,27426.45389,33654.52495,1.320634084,103.828165
52,309918,ANGLO-CHINESE SCHOOL (PRIMARY),http://www.acspri.moe.edu.sg/,50   BARKER ROAD,62501633,na,63531366,na,acps@moe.edu.sg,Newton MRT Station,"Bus 48, 66, 67, 170, 603, 972M",DR NG SIEW PENG IRENE,MDM CHOH THIAN JENG CELIA,MR CHUA THIAN KEONG,NULL,NULL,NULL,NULL,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,MCYC SCC @ ACS (P),50,BARKER ROAD,MCYC SCC @ ACS (P),50 BARKER ROAD MCYC SCC @ ACS (P) SINGAPORE 309918,28225.53958,33442.72079,1.318718606,103.8353452
53,309919,ANGLO-CHINESE SCHOOL (BARKER ROAD),http://www.acsbr.moe.edu.sg,60   BARKER ROAD,62561633,na,62561366,na,acsbr@moe.edu.sg,"NEWTON MRT, STEVENS MRT","48, 66, 67, 170, 960, 972",MR LOO MING YAW,MRS AW MENG YIN,MR TAN WHYE WEE JEFFREY,NULL,NULL,NULL,NULL,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,ANGLO-CHINESE SCHOOL (BARKER ROAD),60,BARKER ROAD,ANGLO-CHINESE SCHOOL (BARKER ROAD),60 BARKER ROAD ANGLO-CHINESE SCHOOL (BARKER ROAD) SINGAPORE 309919,28273.1184,33542.00438,1.319616492,103.8357727
54,318871,RAFFLES GIRLS' SCHOOL (SECONDARY),http://www.rgs.edu.sg,2    BRADDELL RISE,67371845,na,62353731,na,RGSS@MOE.EDU.SG,"BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235",MDM HASLINDA BTE ZAMANI,MS CHIN JEN FU,MS TAN HWEE MIAN MAY,MRS MARY CHERIYAN,NULL,NULL,NULL,CENTRAL,SOUTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,Yes,Yes,Chinese,Malay,Tamil,RAFFLES GIRLS' SCHOOL (SECONDARY),2,BRADDELL RISE,RAFFLES GIRLS' SCHOOL (SECONDARY),2 BRADDELL RISE RAFFLES GIRLS' SCHOOL (SECONDARY) SINGAPORE 318871,29092.35516,36036.3885,1.342174799,103.843134
55,318990,BEATTY SECONDARY SCHOOL,http://www.beattysec.moe.edu.sg,1    TOA PAYOH NORTH,62569108,na,62542284,na,BEATTY_SS@MOE.EDU.SG,"BRADDELL MRT, TOA PAYOH MRT","28, 56, 73, 88, 93, 105, 153, 155, 157, 159, 163, 231, 232",MR LING KHOON CHOW,MR LIM SOON WAI,NULL,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,BEATTY SECONDARY SCHOOL,1,TOA PAYOH NORTH,BEATTY SECONDARY SCHOOL,1 TOA PAYOH NORTH BEATTY SECONDARY SCHOOL SINGAPORE 318990,30110.2946,35993.87684,1.341790285,103.8522808
56,319252,FIRST TOA PAYOH PRIMARY SCHOOL,http://www.firsttoapayohpri.moe.edu.sg,7    LORONG 8 TOA PAYOH,62567822,na,62561102,na,FTPPS@MOE.EDU.SG,Braddell & Toa Payoh Stations,"157,153,105,159,88,FS238",MR CHUA CHOON GUAN,MDM LOW LEE CHERN,NULL,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,MOE KINDERGARTEN @ FIRST TOA PAYOH,7,LORONG 8 TOA PAYOH,MOE KINDERGARTEN @ FIRST TOA PAYOH,7 LORONG 8 TOA PAYOH MOE KINDERGARTEN @ FIRST TOA PAYOH SINGAPORE 319252,30543.73389,35811.70359,1.340142741,103.8561755
57,319320,PEI CHUN PUBLIC SCHOOL,http://www.peichunpublic.moe.edu.sg,16   LORONG 7 TOA PAYOH,63539450,na,63538418,na,PCPS@MOE.EDU.SG,Toa Payoh MRT Station and Braddell MRT Station,"Bus Service 232, 57",MR LIM MENG WEI,MISS ADELINE LEONG QINGHUA,MISS SNG WAN XIAN,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,PEI CHUN PUBLIC SCHOOL,16,LORONG 7 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,16 LORONG 7 TOA PAYOH PEI CHUN PUBLIC SCHOOL SINGAPORE 319320,30478.08036,35505.50407,1.337373587,103.8555856
58,319580,KHENG CHENG SCHOOL,http://www.khengcheng.moe.edu.sg/,15   LORONG 3 TOA PAYOH,62552502,na,62556569,na,kcs@moe.edu.sg,Braddell,"SBS 235,56,73,88,157,159,163,231,",MDM LEONG CHUI YIN SARAH,MR KHOO GHEE HAN,NULL,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,KHENG CHENG SCHOOL,15,LORONG 3 TOA PAYOH,KHENG CHENG SCHOOL,15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580,29539.12344,35501.58352,1.337338194,103.8471485
59,319764,CHIJ SECONDARY (TOA PAYOH),http://www.chijsec.edu.sg,626  LORONG 1 TOA PAYOH,63534972,na,63544573,na,CHIJTPSS@MOE.EDU.SG,TOA PAYOH MRT,"59, 141, 231",MDM RACHEL ANG LAY KOON,MISS TEO GEOK SIAN,MISS PHUA AI LING ADELINE,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,CHIJ SECONDARY (TOA PAYOH),626,LORONG 1 TOA PAYOH,CHIJ SECONDARY (TOA PAYOH),626 LORONG 1 TOA PAYOH CHIJ SECONDARY (TOA PAYOH) SINGAPORE 319764,29107.67043,34962.26417,1.332460799,103.8432716
60,319765,CHIJ PRIMARY (TOA PAYOH),http://www.chijpritoapayoh.moe.edu.sg,628  Lorong 1 Toa Payoh,63532164,na,63536362,na,CHIJTPPS@MOE.EDU.SG,Toa Payoh,"59, 231, 141",DR TAN SOON KEE MARGARET,MDM MISCHA LEIGH PEREIRA,MRS CHARMAINE LEE,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,CHIJ PRIMARY (TOA PAYOH),628,LORONG 1 TOA PAYOH,CHIJ PRIMARY (TOA PAYOH),628 LORONG 1 TOA PAYOH CHIJ PRIMARY (TOA PAYOH) SINGAPORE 319765,28949.15373,34994.53459,1.332752647,103.8418473
61,327829,HONG WEN SCHOOL,http://www.hongwen.moe.edu.sg,30   TOWNER ROAD,62943340,na,62937625,na,hws@moe.edu.sg,Boon Keng MRT,"Serangoon Road: 13, 23, 31, 64, 65, 66, 125, 133, 147, 857, 985 Balestier Road: 21, 125, 130, 139, 145",MRS THERESA HONG-NG,MR LIM CHONG ENG,NULL,NULL,NULL,NULL,NULL,KALLANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,PRO-TEACH SCHOOLCARE (HONG WEN BRANCH) PTE LTD,30,TOWNER ROAD,PRO-TEACH SCHOOLCARE (HONG WEN BRANCH) PTE LTD,30 TOWNER ROAD PRO-TEACH SCHOOLCARE (HONG WEN BRANCH) PTE LTD SINGAPORE 327829,30717.17358,33778.57256,1.321755811,103.8577338
62,327830,NORTHLIGHT SCHOOL,https://www.nls.edu.sg,151  Towner Road,+65 69296290,na,+ 65 62912423,na,nls@moe.edu.sg,BOON KENG (NE9),"21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985",MDM SUNG MEE HAR,MR RAJ KUMAR S/O V SIVALINGAM,NULL,NULL,NULL,NULL,NULL,KALLANG,SOUTH,SPECIALISED SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,NORTHLIGHT SCHOOL,151,TOWNER ROAD,NORTHLIGHT SCHOOL,151 TOWNER ROAD NORTHLIGHT SCHOOL SINGAPORE 327830,30497.46031,33484.92838,1.319100216,103.8557596
63,327919,BENDEMEER SECONDARY SCHOOL,http://www.bendemeersec.moe.edu.sg,1    ST WILFRED ROAD,62927616,na,62932594,na,BENDEMEER_SS@MOE.EDU.SG,BOON KENG MRT,"13,  23,  31,  64,  65,  66, 125, 133, 140, 147, 857, 985",MR CHEN FOOK PANG,MR LAWRENCE POON YEW LEE,MR HO CHI CHENG,NULL,NULL,NULL,NULL,KALLANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,BENDEMEER SECONDARY SCHOOL,1,SAINT WILFRED ROAD,BENDEMEER SECONDARY SCHOOL,1 SAINT WILFRED ROAD BENDEMEER SECONDARY SCHOOL SINGAPORE 327919,31077.35681,34094.30101,1.324611113,103.8609703
64,339948,BENDEMEER PRIMARY SCHOOL,http://www.bendemeerpri.moe.edu.sg/,91   BENDEMEER ROAD,62982911,na,62995735,na,BENDEMEER_PS@MOE.EDU.SG,"Boon Keng, Kallang","13 23 31 61 64 65 65M 66 125, 125X ,133,140,147,853,857,985",MDM LIM KIM GEK,MRS SANTHI RAVINDRAN,NULL,NULL,NULL,NULL,NULL,KALLANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,MOE KINDERGARTEN @ BENDEMEER,91,BENDEMEER ROAD,MOE KINDERGARTEN @ BENDEMEER,91 BENDEMEER ROAD MOE KINDERGARTEN @ BENDEMEER SINGAPORE 339948,31494.2165,33865.84199,1.322544966,103.864716
65,349692,CEDAR GIRLS' SECONDARY SCHOOL,http://www.cedargirlssec.moe.edu.sg,1    CEDAR AVENUE,62884909,na,62820244,na,cedargirlss@moe.edu.sg,"WOODLEIGH MRT, POTONG PASIR MRT, MATTAR MRT","8, 13, 61, 64, 65, 66, 90, 100, 107, 133, 135, 142, 147, 151, 154, 155, 853",MDM TEY KAH HWEE,MDM LIM YING YING,MDM TAN GEOK LAN,NULL,NULL,NULL,NULL,TOA PAYOH,EAST,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,Yes,Chinese,Malay,Tamil,CEDAR GIRLS' SECONDARY SCHOOL,1,CEDAR AVENUE,CEDAR GIRLS' SECONDARY SCHOOL,1 CEDAR AVENUE CEDAR GIRLS' SECONDARY SCHOOL SINGAPORE 349692,32519.96753,35105.73723,1.333758002,103.8739331
66,349700,CEDAR PRIMARY SCHOOL,Http://www.cedarpri.moe.edu.sg,15   CEDAR AVENUE,62885633,na,62830113,na,CEDAR_PS@MOE.EDU.SG,Potong Pasir MRT Station,"8, 61, 64, 65, 66, 66A, 90, 90A, 100, 135, 151, 154, 155",MR CHRIS CHUA,MS CHOONG PEI CHIN,MDM NUR RASHIDAH BTE ABDUL RASHID,NULL,NULL,NULL,NULL,TOA PAYOH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,MOE KINDERGARTEN @ CEDAR,15,CEDAR AVENUE,MOE KINDERGARTEN @ CEDAR,15 CEDAR AVENUE MOE KINDERGARTEN @ CEDAR SINGAPORE 349700,32697.49449,35278.0752,1.335316538,103.8755283
